Date,Price,Open,High,Low,Vol.,Change %
12/07/2000,1123.14,1125.9,1132.45,1096.33,139.23M,-1.56%
12/06/2000,1140.93,1144.63,1146.75,1120.66,160.37M,1.16%
12/05/2000,1127.85,1105.69,1127.85,1097.17,129.93M,3.26%
12/04/2000,1092.27,1119.94,1119.94,1085.05,78.67M,-2.47%
12/01/2000,1119.94,1109.05,1122.84,1103.64,110.09M,2.24%
11/30/2000,1095.43,1102.65,1102.65,1079.9,105.22M,-1.43%
11/29/2000,1111.37,1114.05,1121.93,1104.33,104.75M,-0.08%
11/28/2000,1112.31,1123.45,1127.69,1112.31,87.04M,-1.22%
11/27/2000,1126,1103.08,1129.26,1103.08,96.96M,1.20%
11/24/2000,1112.64,1090.74,1113.13,1073.51,107.74M,2.39%
11/23/2000,1086.63,1085.6,1088.87,1053.83,114.58M,0.36%
11/22/2000,1082.75,1115.29,1115.29,1078.55,105.83M,-3.41%
11/21/2000,1120.99,1128.47,1131.52,1109.39,100.17M,-0.38%
11/20/2000,1125.22,1133.7,1140.16,1113.14,100.85M,-0.30%
11/17/2000,1128.64,1132.57,1143.47,1122.61,83.84M,-0.92%
11/16/2000,1139.13,1147.52,1159.24,1129,109.57M,-1.17%
11/15/2000,1152.58,1137,1152.58,1118.92,100.78M,1.60%
11/14/2000,1134.39,1119.38,1138.42,1119.38,93.45M,2.84%
11/13/2000,1103.01,1113.77,1115.08,1092.21,92.91M,-1.83%
11/10/2000,1123.61,1151.7,1152.6,1114.97,128.90M,-2.57%
11/09/2000,1153.26,1165.76,1170.51,1137.3,130.19M,-1.75%
11/08/2000,1173.84,1179.71,1182.04,1167.71,93.02M,-0.04%
11/07/2000,1174.33,1171.32,1176.77,1165.4,146.45M,-1.01%
11/06/2000,1186.32,1194.97,1201.36,1179.29,82.05M,-0.94%
11/03/2000,1197.53,1198.3,1202.68,1194.12,44.57M,0.62%
11/02/2000,1190.17,1190.82,1194.39,1176.46,114.07M,-0.02%
11/01/2000,1190.41,1196.31,1198.05,1173.58,118.99M,0.94%
10/31/2000,1179.31,1153.32,1179.31,1153.32,96.65M,2.40%
10/30/2000,1151.67,1158.04,1164.27,1145.24,63.59M,-0.62%
10/27/2000,1158.84,1169.97,1178.73,1150.91,106.73M,0.89%
10/26/2000,1148.59,1150.33,1164.44,1137.81,95.21M,-0.31%
10/25/2000,1152.13,1163.33,1163.33,1128.48,131.04M,-1.97%
10/24/2000,1175.23,1126.72,1176.06,1126.72,130.01M,4.86%
10/23/2000,1120.8,1112.46,1128.03,1100.87,120.25M,-1.30%
10/20/2000,1135.52,1125.97,1159.58,1068.4,321.06M,-3.75%
10/19/2000,1179.78,1160.13,1186.4,1153.26,160.06M,5.94%
10/18/2000,1113.67,1149.98,1153.04,1101.16,125.84M,-5.18%
10/17/2000,1174.52,1193.19,1201.12,1169.23,86.74M,-1.47%
10/16/2000,1192.04,1189.85,1195.44,1178.21,67.68M,1.82%
10/13/2000,1170.74,1147.98,1170.74,1130.48,114.93M,0.68%
10/12/2000,1162.79,1161,1177.2,1141.28,106.74M,1.29%
10/11/2000,1147.94,1162.75,1166.27,1128.98,155.59M,-3.56%
10/10/2000,1190.36,1196.99,1203.48,1178.55,82.93M,0.46%
10/09/2000,1184.94,1217.22,1217.23,1179.85,89.28M,-3.27%
10/06/2000,1225.05,1242.64,1242.64,1213.5,74.45M,-1.18%
10/05/2000,1239.63,1242.61,1255.84,1237.68,90.38M,1.01%
10/04/2000,1227.18,1238.94,1248.03,1221.23,100.90M,-1.30%
10/03/2000,1243.39,1226.32,1251.45,1226.32,88.21M,0.76%
10/02/2000,1234.04,1208.2,1239.75,1208.19,85.71M,1.30%
09/29/2000,1218.17,1232.87,1238.69,1211.71,111.90M,-0.39%
09/28/2000,1222.92,1238.51,1238.51,1216.87,153.97M,-1.68%
09/27/2000,1243.76,1240.73,1264.48,1238.25,109.15M,-0.42%
09/26/2000,1248.96,1255.66,1259.88,1241.27,114.13M,-1.95%
09/25/2000,1273.78,1270.58,1282.8,1268.57,66.44M,1.53%
09/22/2000,1254.54,1213.82,1255.53,1210.14,160.71M,-0.14%
09/21/2000,1256.24,1285.26,1291.76,1253.78,126.11M,-2.55%
09/20/2000,1289.05,1319.51,1322.31,1286.74,72.59M,-1.15%
09/19/2000,1304.03,1295.29,1304.84,1280.05,88.76M,0.80%
09/18/2000,1293.62,1293.07,1309.19,1289.1,57.39M,-1.09%
09/15/2000,1307.86,1326.98,1328.94,1297.95,78.53M,-1.90%
09/14/2000,1333.16,1312.96,1338.13,1309.49,74.59M,2.43%
09/13/2000,1301.54,1319.47,1327.12,1286.48,82.24M,-1.56%
09/12/2000,1322.18,1304.96,1331.93,1304.96,49.36M,0.28%
09/11/2000,1318.47,1321.05,1326.11,1310.91,47.54M,-0.76%
09/08/2000,1328.63,1363.68,1366.58,1324.71,60.15M,-2.40%
09/07/2000,1361.26,1357.58,1365.33,1351.47,52.08M,0.09%
09/06/2000,1360.06,1366.04,1373.89,1356.61,59.30M,-0.89%
09/05/2000,1372.25,1374.68,1391.71,1368.24,74.49M,-0.41%
09/04/2000,1377.94,1370.45,1383.08,1358.26,51.31M,1.45%
09/01/2000,1358.26,1347.72,1365.25,1344.51,110.16M,1.60%
08/31/2000,1336.87,1323.23,1346.49,1320.31,87.60M,1.39%
08/30/2000,1318.51,1311.55,1325.1,1307.96,51.23M,0.32%
08/29/2000,1314.27,1319.68,1323.71,1309.49,41.58M,-0.78%
08/28/2000,1324.57,1325.77,1331.98,1314.58,33.98M,0.20%
08/25/2000,1321.9,1322.84,1330.69,1317.94,47.07M,0.43%
08/24/2000,1316.21,1324.62,1332.64,1315.67,55.60M,-0.43%
08/23/2000,1321.87,1320.44,1326.74,1309.65,67.75M,-0.80%
08/22/2000,1332.56,1317.72,1333.7,1317.31,69.86M,1.58%
08/21/2000,1311.89,1308.81,1317.35,1301.45,55.00M,0.04%
08/18/2000,1311.31,1315.92,1326.37,1308.65,65.51M,0.00%
08/17/2000,1311.32,1298.96,1314.84,1290.24,59.01M,0.86%
08/16/2000,1300.13,1272.2,1300.13,1270.74,62.95M,1.54%
08/15/2000,1280.37,1291.86,1297.39,1277.91,42.13M,-0.79%
08/14/2000,1290.59,1278.33,1297.91,1277.44,42.07M,1.75%
08/11/2000,1268.35,1281.45,1281.45,1250.63,58.56M,-1.64%
08/10/2000,1289.49,1299.91,1305.7,1279.95,79.16M,-1.27%
08/09/2000,1306.11,1300.15,1320.25,1298.65,87.55M,1.44%
08/08/2000,1287.62,1285.54,1298.52,1279.57,65.32M,0.48%
08/07/2000,1281.48,1258.95,1281.98,1257.06,54.59M,1.62%
08/04/2000,1260.99,1272.39,1282.41,1253.04,73.09M,0.44%
08/03/2000,1255.5,1276.7,1281.51,1238.72,126.50M,-3.37%
08/02/2000,1299.32,1306.51,1310.45,1280.99,79.35M,-0.86%
08/01/2000,1310.55,1322.3,1326.64,1308.35,51.96M,-0.72%
07/31/2000,1320.12,1297.45,1321.24,1290.18,54.68M,1.52%
07/28/2000,1300.32,1291.41,1317.19,1291.41,125.85M,-0.51%
07/27/2000,1307.02,1341.68,1358.29,1297.45,109.09M,-2.64%
07/26/2000,1342.41,1349.5,1352.14,1341.41,41.50M,-0.25%
07/25/2000,1345.8,1350.64,1355.32,1336.83,70.74M,-1.02%
07/24/2000,1359.72,1342.94,1364.79,1342.1,61.41M,0.54%
07/21/2000,1352.48,1360.76,1381.18,1333.56,167.94M,-5.12%
07/20/2000,1425.53,1394.44,1430.72,1393.67,61.45M,1.99%
07/19/2000,1397.78,1424.43,1425.26,1392.4,50.99M,-1.32%
07/18/2000,1416.46,1439.45,1442.99,1415.89,51.24M,-1.92%
07/17/2000,1444.24,1423.03,1445.48,1421.58,50.90M,1.68%
07/14/2000,1420.35,1414.18,1426.68,1413.1,59.91M,0.99%
07/13/2000,1406.37,1392.53,1409.66,1386.76,67.98M,1.90%
07/12/2000,1380.09,1363.64,1383.55,1361.69,50.28M,1.36%
07/11/2000,1361.53,1365.92,1371.43,1350.88,38.49M,-1.05%
07/10/2000,1376,1374.4,1380.42,1368.35,33.57M,0.14%
07/07/2000,1374.03,1382.78,1382.78,1361.36,64.27M,2.66%
07/06/2000,1338.48,1329.92,1347.35,1323.26,62.02M,0.17%
07/05/2000,1336.25,1356.62,1368.4,1331.42,49.02M,-1.28%
07/04/2000,1353.57,1343.27,1359.79,1343.08,52.52M,0.81%
07/03/2000,1342.75,1323.25,1342.75,1312.97,51.22M,2.10%
06/30/2000,1315.1,1295.22,1320.13,1295.22,80.13M,2.39%
06/29/2000,1284.46,1311.65,1311.65,1278.51,125.19M,-3.60%
06/28/2000,1332.49,1305.19,1338.46,1297.44,73.84M,2.05%
06/27/2000,1305.73,1326.18,1334.72,1304.5,87.01M,-1.95%
06/26/2000,1331.64,1314.36,1338.88,1311.97,70.19M,-0.57%
06/22/2000,1339.23,1372.04,1381.8,1339.23,93.26M,-1.71%
06/21/2000,1362.56,1371.18,1378.29,1347.83,83.43M,-1.37%
06/20/2000,1381.55,1348.21,1387.35,1348.21,101.67M,4.45%
06/19/2000,1322.63,1338.54,1343.87,1316.6,67.14M,-1.16%
06/16/2000,1338.09,1347.93,1354.19,1337.53,95.36M,-0.26%
06/15/2000,1341.54,1366.28,1373.77,1338.03,145.72M,-1.96%
06/14/2000,1368.32,1381.82,1385.84,1366.22,150.68M,-0.51%
06/13/2000,1375.37,1407.6,1412.59,1375.37,59.39M,-3.16%
06/09/2000,1420.32,1420.72,1439.05,1415.47,45.30M,-0.14%
06/08/2000,1422.34,1426.41,1447.91,1418.58,60.12M,0.51%
06/07/2000,1415.06,1420.29,1423.15,1401.75,54.32M,-0.71%
06/06/2000,1425.15,1434.83,1440.56,1416.95,54.17M,0.23%
06/05/2000,1421.87,1450.46,1450.46,1417.73,54.49M,-1.42%
06/02/2000,1442.36,1411.18,1454.36,1403.76,90.51M,4.74%
05/31/2000,1377.15,1390.85,1400.5,1377.15,51.72M,0.78%
05/30/2000,1366.54,1332.05,1368.91,1332.05,72.26M,3.13%
05/29/2000,1325.02,1327.53,1337.22,1321.61,26.14M,0.70%
05/26/2000,1315.76,1341.38,1341.38,1267.29,76.79M,-1.91%
05/25/2000,1341.38,1321.61,1351.59,1315.64,65.28M,3.79%
05/24/2000,1292.45,1322.89,1322.89,1285.46,95.17M,-4.41%
05/23/2000,1352.05,1338.41,1354.95,1326.12,79.87M,2.89%
05/22/2000,1314.11,1366.38,1376.62,1301.77,97.89M,-4.05%
05/19/2000,1369.62,1416.08,1416.08,1358.38,74.42M,-4.16%
05/18/2000,1429.04,1427.68,1445.54,1424.77,57.27M,0.90%
05/17/2000,1416.34,1441.85,1443.28,1407.08,62.32M,-0.88%
05/16/2000,1428.89,1395.01,1431.81,1394.43,71.94M,4.37%
05/15/2000,1369.1,1369.48,1387.94,1367.27,41.47M,-1.08%
05/12/2000,1384.06,1370.02,1399.1,1355.23,72.39M,1.87%
05/11/2000,1358.68,1342.27,1375.78,1332.21,,-0.05%
05/10/2000,1359.32,1400.37,1412.96,1352.42,,-2.81%
05/09/2000,1398.63,1409.82,1429.33,1398.02,,-0.88%
05/08/2000,1411.02,1440.19,1447.99,1405.46,,-2.03%
05/05/2000,1440.19,1453.99,1455.4,1427.47,,0.06%
05/04/2000,1439.33,1429.01,1444.5,1420.83,,0.94%
05/03/2000,1425.97,1439.48,1456.34,1425.97,,-2.50%
05/02/2000,1462.53,1450.18,1474.76,1446.85,,2.30%
04/28/2000,1429.61,1454.02,1464.46,1429.36,,1.84%
04/27/2000,1403.81,1377.64,1419.95,1369.93,,1.79%
04/26/2000,1379.09,1370.39,1400.04,1370,,2.24%
04/25/2000,1348.83,1319.87,1353.41,1319.87,,0.07%
04/20/2000,1347.91,1357.69,1365.64,1345.35,,-1.41%
04/19/2000,1367.19,1345.26,1368.32,1345.26,,3.12%
04/18/2000,1325.83,1311.14,1327,1290.09,,2.68%
04/17/2000,1291.18,1234.31,1304.04,1212.1,,1.21%
04/14/2000,1275.73,1307.57,1309.71,1267.46,,-2.80%
04/13/2000,1312.51,1312.49,1318.73,1293.18,,-2.11%
04/12/2000,1340.84,1377.88,1388.11,1338.09,,-2.03%
04/11/2000,1368.65,1375.95,1383.17,1341.44,,-3.22%
04/10/2000,1414.2,1415.04,1428.21,1408,,0.39%
04/07/2000,1408.66,1399.22,1422.48,1394.87,,1.57%
04/06/2000,1386.93,1336.38,1391.11,1329.55,,5.02%
04/05/2000,1320.59,1364.92,1364.92,1289.85,,-2.83%
04/04/2000,1359.11,1359.66,1391.94,1355.17,,-0.72%
04/03/2000,1368.99,1419.07,1419.88,1365.28,,-1.06%
03/31/2000,1383.66,1359.66,1394.95,1347.96,,-0.26%
03/30/2000,1387.21,1395.73,1404.07,1366.63,,-2.85%
03/29/2000,1427.88,1448.3,1448.56,1418.61,,-0.89%
03/28/2000,1440.67,1470.26,1482.86,1427.81,,-2.23%
03/27/2000,1473.53,1481.19,1495.39,1466.45,,-0.35%
03/24/2000,1478.75,1467.66,1483.33,1458.48,,0.79%
03/23/2000,1467.11,1506.14,1509.81,1456.42,,-1.93%
03/22/2000,1496.01,1502.57,1510.78,1482.14,,1.12%
03/21/2000,1479.51,1465.26,1482.85,1453.26,,-0.73%
03/20/2000,1490.38,1451.59,1490.38,1448.57,,3.20%
03/17/2000,1444.19,1448.36,1464.33,1423.85,,2.58%
03/16/2000,1407.84,1395.63,1448.02,1386.78,,-0.14%
03/15/2000,1409.77,1437.76,1446.7,1405.27,,-3.89%
03/14/2000,1466.87,1466.58,1478.23,1459.73,,0.02%
03/13/2000,1466.58,1507.82,1511.02,1443.62,,-2.49%
03/10/2000,1504.02,1503.98,1517.15,1489.42,,1.49%
03/09/2000,1481.87,1495.07,1509.05,1468.74,,0.07%
03/08/2000,1480.78,1516.42,1524.65,1466.43,,-3.78%
03/07/2000,1539,1532.46,1547.87,1526.54,,0.11%
03/06/2000,1537.33,1537.03,1540.8,1525.06,,0.48%
03/03/2000,1530.02,1506.03,1530.18,1496.44,,0.95%
03/02/2000,1515.62,1460.22,1515.62,1450.87,,3.54%
03/01/2000,1463.75,1436.34,1463.75,1432.45,,2.14%
02/29/2000,1433.08,1432.47,1443.75,1430.25,,0.04%
02/28/2000,1432.47,1444.09,1449.21,1413.76,,0.34%
02/25/2000,1427.61,1391.14,1427.61,1391.14,,3.46%
02/24/2000,1379.84,1374.86,1394.08,1374.86,,1.08%
02/23/2000,1365.03,1363.84,1375.82,1354.79,,1.28%
02/22/2000,1347.83,1379.59,1396.35,1345.23,,-2.07%
02/21/2000,1376.3,1353.82,1376.3,1350.6,,0.36%
02/18/2000,1371.35,1364.82,1379.76,1360.62,,1.43%
02/17/2000,1352.06,1348.14,1370.78,1332.77,,0.65%
02/16/2000,1343.31,1333.66,1346.6,1310.92,,2.55%
02/15/2000,1309.94,1345.41,1362.34,1309.88,,-2.99%
02/14/2000,1350.31,1362.83,1367.11,1350.31,,-2.09%
02/11/2000,1379.14,1384.86,1388.41,1363.24,,0.58%
02/10/2000,1371.14,1365.54,1374.95,1349.73,,0.57%
02/09/2000,1363.34,1376.57,1384.2,1358.96,,0.52%
02/08/2000,1356.27,1341.5,1368.44,1341.5,,0.52%
02/07/2000,1349.28,1339.82,1352.33,1334.61,,1.50%
02/04/2000,1329.3,1335.58,1339.97,1321.42,,0.81%
02/03/2000,1318.61,1312.73,1334.83,1311.6,,0.36%
02/02/2000,1313.84,1292.65,1321.17,1280.53,,4.18%
02/01/2000,1261.15,1252.72,1270.85,1249.55,,3.35%
01/31/2000,1220.23,1245.99,1245.99,1218.82,,-2.07%
01/28/2000,1245.99,1241.49,1263.18,1237.03,,2.57%
01/27/2000,1214.75,1228.18,1233.73,1213.81,,-0.94%
01/26/2000,1226.31,1227.03,1241.1,1222.62,,0.90%
01/25/2000,1215.41,1220.3,1225.61,1210.42,,-1.15%
01/24/2000,1229.51,1222.66,1241.7,1221.64,,0.93%
01/21/2000,1218.19,1211.33,1227.29,1205.3,,0.04%
01/20/2000,1217.73,1224.31,1235.07,1213.33,,0.33%
01/19/2000,1213.77,1210.22,1217.23,1200.25,,-0.13%
01/18/2000,1215.4,1245.79,1247.9,1215.4,,-2.43%
01/17/2000,1245.69,1216.33,1246.24,1216.33,,2.28%
01/14/2000,1217.95,1210.2,1222.54,1202.16,,1.88%
01/13/2000,1195.48,1189.6,1203.64,1186.81,,0.45%
01/12/2000,1190.15,1173.97,1190.15,1167.58,,-0.02%
01/11/2000,1190.34,1195.97,1197.52,1177.01,,0.47%
01/10/2000,1184.77,1165.72,1194.72,1163.28,,2.80%
01/07/2000,1152.54,1092.47,1159.59,1089.1,,1.88%
01/05/2000,1131.3,1150.39,1150.39,1118.08,,-4.29%
01/04/2000,1182.03,1217.29,1217.29,1155.93,,-2.46%
01/03/2000,1211.79,1217.54,1246.29,1208.62,,1.07%
12/30/1999,1198.97,1203.31,1219.74,1194.3,,1.34%
12/29/1999,1183.11,1165.61,1190.04,1161.84,,1.21%
12/28/1999,1169.01,1148.88,1169.17,1147.14,,1.25%
12/27/1999,1154.56,1149.05,1154.56,1143.82,,0.27%
12/23/1999,1151.47,1132.79,1151.47,1130.91,,1.54%
12/22/1999,1134,1131.25,1141.59,1129.62,,1.14%
12/21/1999,1121.2,1123.33,1125.83,1113.36,,-0.35%
12/20/1999,1125.17,1134.59,1134.59,1121.39,,-0.55%
12/17/1999,1131.42,1126.97,1136.73,1124.96,,1.02%
12/16/1999,1120.01,1114.97,1127.81,1114.97,,0.65%
12/15/1999,1112.77,1134.34,1141.26,1098.76,,-2.65%
12/14/1999,1143.07,1131.36,1154.25,1129.62,,1.01%
12/13/1999,1131.62,1137.3,1144.09,1121.16,,0.50%
12/10/1999,1126.03,1143.43,1147.12,1116.51,,-1.30%
12/09/1999,1140.9,1177.19,1177.19,1134.32,,-3.00%
12/08/1999,1176.13,1113.24,1177.92,1098.38,,5.82%
12/07/1999,1111.47,1116.99,1123.44,1102.47,,0.31%
12/06/1999,1108.08,1096.8,1127.85,1096.8,,1.14%
12/03/1999,1095.64,1074.88,1103.71,1073.19,,2.37%
12/02/1999,1070.29,1061.17,1072.96,1060.96,,1.24%
12/01/1999,1057.16,1023.75,1057.16,1022.94,,2.54%
11/30/1999,1030.97,1045.24,1045.24,1027.69,,-1.63%
11/29/1999,1048.05,1040.4,1058.06,1040.4,,0.65%
11/26/1999,1041.31,1033.23,1043.12,1033.23,,1.29%
11/25/1999,1028,1015.37,1028.52,1014.35,,1.74%
11/24/1999,1010.46,1011.71,1021.53,1002.53,,-0.50%
11/23/1999,1015.57,1012.03,1022.19,1006.07,,0.35%
11/22/1999,1012.03,1012.02,1016.59,1004.12,,-0.74%
11/19/1999,1019.58,1048.55,1049.22,1015.34,,-1.77%
11/18/1999,1037.99,1012.09,1039.05,1010.21,,2.51%
11/17/1999,1012.62,1010.73,1014.67,982.94,,1.43%
11/16/1999,998.35,986.22,1001.64,983.44,,0.93%
11/15/1999,989.18,983.08,993.46,982.08,,1.51%
11/12/1999,974.46,978.61,981.86,967.2,,-0.40%
11/11/1999,978.36,963.58,978.89,963.58,,1.70%
11/10/1999,962.01,946.38,962.01,943.94,,1.42%
11/09/1999,948.57,959.6,966.37,944.18,,-0.74%
11/08/1999,955.68,944.02,957.8,941.92,,1.25%
11/05/1999,943.84,947.37,951.57,943.58,,-0.02%
11/04/1999,944.02,928.47,944.35,927.63,,1.90%
11/03/1999,926.42,918.98,931.22,917.26,,0.29%
11/02/1999,923.78,918.08,924.42,911.62,,0.26%
11/01/1999,921.37,927.87,927.87,918.02,,-0.18%
10/29/1999,923,910.86,926.52,910.85,,2.14%
10/28/1999,903.65,893.75,907.38,888.02,,1.44%
10/27/1999,890.81,886.75,893.65,881.14,,0.27%
10/26/1999,888.38,876.87,889.77,870.62,,1.46%
10/25/1999,875.63,879.49,885.03,869.28,,0.26%
10/22/1999,873.32,857.76,883.19,857.42,,3.95%
10/21/1999,840.14,846.22,848.85,831.24,,-0.37%
10/20/1999,843.27,842.73,848.08,841.12,,-0.14%
10/19/1999,844.45,829.38,845.42,827.01,,2.06%
10/18/1999,827.4,836.56,836.56,821.82,,-1.09%
10/15/1999,836.56,848.65,850.52,832.79,,-1.76%
10/14/1999,851.55,856.72,862.38,850.15,,-0.48%
10/13/1999,855.63,859.86,860.16,854.63,,-0.91%
10/12/1999,863.45,871.63,871.7,862.08,,-0.94%
10/11/1999,871.66,868.87,874.71,868.87,,0.54%
10/08/1999,866.99,856.32,866.99,854.88,,1.03%
10/07/1999,858.17,854.15,858.76,853.04,,1.04%
10/06/1999,849.33,836.94,849.64,834.43,,1.20%
10/05/1999,839.29,840.51,843.39,835.43,,0.12%
10/04/1999,838.29,835.05,840.26,833.12,,0.38%
10/01/1999,835.09,834.3,838.06,831.08,,0.33%
09/30/1999,832.34,831.75,838.31,826.97,,0.07%
09/29/1999,831.75,841.59,845.7,829.85,,-1.17%
09/28/1999,841.59,845.73,846.35,839.88,,-0.49%
09/27/1999,845.73,835.39,845.73,831.97,,1.24%
09/24/1999,835.39,844.85,844.85,831.79,,-1.12%
09/23/1999,844.85,838.81,850.79,838.81,,0.72%
09/22/1999,838.81,845.65,845.65,833.3,,-0.81%
09/21/1999,845.65,848.31,851.5,841.39,,-0.31%
09/20/1999,848.31,839.55,849.73,839.55,,1.04%
09/17/1999,839.55,833.31,842.39,833.31,,0.75%
09/16/1999,833.31,834.85,836.15,827.73,,-0.18%
09/15/1999,834.85,846.12,847.32,834.85,,-1.33%
09/14/1999,846.12,848.19,852.2,843.49,,-0.24%
09/13/1999,848.19,851.87,856.9,846.43,,-0.43%
09/10/1999,851.87,845.76,860.02,845.76,,0.72%
09/09/1999,845.76,846.14,848.69,839.72,,-0.04%
09/08/1999,846.14,853.8,854.98,838.8,,-0.90%
09/07/1999,853.8,860.41,863.79,853.11,,-0.77%
09/06/1999,860.41,851.83,861.07,851.83,,1.01%
09/03/1999,851.83,832.28,851.83,832.28,,2.35%
09/02/1999,832.28,840.79,840.79,828.54,,-1.01%
09/01/1999,840.79,836.92,845.67,836.92,,0.46%
08/31/1999,836.92,855.74,855.74,836.92,,-2.20%
08/30/1999,855.74,865.95,865.95,852.53,,-1.18%
08/27/1999,865.95,867.05,871.58,862.08,,-0.13%
08/26/1999,867.05,864.32,871.36,861.19,,0.32%
08/25/1999,864.32,856.52,870.16,855.93,,0.91%
08/24/1999,856.52,858.78,868.83,854.61,,-0.26%
08/23/1999,858.78,844.84,859.86,844.84,,1.65%
08/20/1999,844.84,828.46,845.3,828.46,,1.98%
08/19/1999,828.46,837.88,838.54,826.88,,-1.12%
08/18/1999,837.88,837.29,842.76,835.24,,0.07%
08/17/1999,837.29,834.67,842.5,831.14,,0.31%
08/16/1999,834.67,831.56,837.23,831.49,,0.37%
08/13/1999,831.56,826.86,831.56,818.05,,0.57%
08/12/1999,826.86,811.06,829.56,811.06,,1.95%
08/11/1999,811.06,802.04,814.37,801.5,,1.12%
08/10/1999,802.04,813.18,813.18,801.07,,-1.37%
08/09/1999,813.18,801.38,815.22,800.53,,1.47%
08/06/1999,801.38,794.53,809.87,794.53,,0.86%
08/05/1999,794.53,810.05,810.05,789.55,,-1.92%
08/04/1999,810.05,813.17,813.87,804.36,,-0.38%
08/03/1999,813.17,818.69,819.28,808.02,,-0.67%
08/02/1999,818.69,823.27,823.27,807.82,,-0.56%
07/30/1999,823.27,811.09,823.4,811.09,,1.50%
07/29/1999,811.09,826,829.11,809.82,,-1.81%
07/28/1999,826,816.56,830,816.56,,1.16%
07/27/1999,816.56,812.83,822.02,812.83,,0.46%
07/26/1999,812.83,809.95,819.6,804.54,,0.36%
07/23/1999,809.95,803.85,813.31,803.29,,0.76%
07/22/1999,803.85,815.51,815.51,802,,-1.43%
07/21/1999,815.51,823.47,823.85,809.1,,-0.97%
07/20/1999,823.47,831.69,831.69,822.12,,-0.99%
07/19/1999,831.69,826.16,836.79,825.58,,0.67%
07/16/1999,826.16,831.37,832.21,824.93,,-0.63%
07/15/1999,831.37,822.43,833,822.43,,1.09%
07/14/1999,822.43,821.21,827.35,816.52,,0.15%
07/13/1999,821.21,834.07,835.06,819.39,,-1.54%
07/12/1999,834.07,830.88,836.07,829.95,,0.38%
07/09/1999,830.88,824.51,832.41,820.36,,0.77%
07/08/1999,824.51,826.01,830.28,816.69,,-0.18%
07/07/1999,826.01,847.59,847.59,826.01,,-2.55%
07/06/1999,847.59,852.78,852.78,842.07,,-0.61%
07/05/1999,852.78,846.99,852.78,846.99,,0.68%
07/02/1999,846.99,837.16,846.99,837.16,,1.17%
07/01/1999,837.16,829.14,843.07,829.14,,0.97%
06/30/1999,829.14,837.97,840.52,828.72,,-1.05%
06/29/1999,837.97,832.12,839.88,832.06,,0.70%
06/28/1999,832.12,830.57,833.67,827.82,,0.19%
06/24/1999,830.57,830.92,838.28,828.26,,-0.04%
06/23/1999,830.92,836.69,838.04,828.9,,-0.69%
06/22/1999,836.69,840.98,843.22,833.72,,-0.51%
06/21/1999,840.98,832.33,842.83,830.8,,1.04%
06/18/1999,832.33,817.95,832.51,817.95,,1.76%
06/17/1999,817.95,820.41,826.24,815.9,,-0.30%
06/16/1999,820.41,810.67,821.91,808.35,,1.20%
06/15/1999,810.67,819.5,819.64,810.3,,-1.08%
06/14/1999,819.5,821.17,821.17,812.61,,-0.20%
06/11/1999,821.17,808.36,822.01,808.36,,1.58%
06/10/1999,808.36,817.11,822.24,804.78,,-1.07%
06/09/1999,817.11,805.76,817.11,805.23,,1.41%
06/08/1999,805.76,806.08,808.63,804.1,,-0.04%
06/07/1999,806.08,794.28,806.08,794.28,,1.49%
06/04/1999,794.28,788.37,794.28,786.74,,0.75%
06/03/1999,788.37,778.14,790.57,778.14,,1.31%
06/02/1999,778.14,772.74,781.1,772.74,,0.70%
06/01/1999,772.74,772.98,780.03,769.54,,-0.03%
05/31/1999,772.98,772.15,775.22,770.68,,0.11%
05/28/1999,772.15,774.46,775.5,767.08,,-0.30%
05/27/1999,774.46,782.45,787.5,773.59,,-1.02%
05/26/1999,782.45,786.92,791.88,778.94,,-0.57%
05/25/1999,786.92,795.18,795.18,779.1,,-1.04%
05/21/1999,795.18,795,797.58,787.62,,0.02%
05/20/1999,795,790.42,796.32,790.42,,0.58%
05/19/1999,790.42,777.89,791.01,777.79,,1.61%
05/18/1999,777.89,767.59,778.4,767.59,,1.34%
05/17/1999,767.59,774.5,774.5,765.05,,-0.89%
05/14/1999,774.5,778.32,793.61,769.69,,-0.49%
05/12/1999,778.32,776.19,783.78,776.19,,0.27%
05/11/1999,776.19,767.86,778.48,767.86,,1.08%
05/10/1999,767.86,765.16,767.99,760.47,,0.35%
05/07/1999,765.16,767.04,768.65,759.3,,-0.25%
05/06/1999,767.04,777.68,789.32,765.4,,-1.37%
05/05/1999,777.68,792.35,792.35,776.96,,-1.85%
05/04/1999,792.35,792.89,804.29,789.36,,-0.07%
05/03/1999,792.89,776.95,793.22,776.95,,2.05%
04/30/1999,776.95,777.53,781.51,775.72,,-0.07%
04/29/1999,777.53,781.17,783.13,772.25,,-0.47%
04/28/1999,781.17,788.96,792,778.49,,-0.99%
04/27/1999,788.96,783.73,791.53,782.99,,0.67%
04/26/1999,783.73,777.73,788.44,777.64,,0.77%
04/23/1999,777.73,780.3,783.5,772.69,,-0.33%
04/22/1999,780.3,774.1,790.11,774.02,,0.80%
04/21/1999,774.1,763.3,776.52,763.3,,1.41%
04/20/1999,763.3,778.57,778.57,755.81,,-1.96%
04/19/1999,778.57,765.71,778.67,765.71,,1.68%
04/16/1999,765.71,754.89,771.21,754.89,,1.43%
04/15/1999,754.89,770.51,773.17,754.33,,-2.03%
